,id,average0,average1,average2,average3,average4,average5,average6,average7,average8,average9,average10,average11,average12,average13,average14,average15,average16,average17,average18,average19,average20,average21,average22,average23,average24,rating,z_score,category,binary_category
46,recording46.mp3,532.268,194.31000000000003,217.76900000000006,219.66475,171.14999999999995,167.7955,160.04625,206.22150000000002,327.418,249.3315,252.70425,218.85174999999998,341.8162500000001,242.31950000000012,193.42475000000007,232.234,286.24075,242.09550000000004,277.87649999999996,215.54050000000007,211.79100000000003,287.4952499999999,248.60724999999996,230.01350000000002,232.63624999999996,6.0,0.04312303966839997,okay,good
47,recording47.mp3,327.30474999999996,361.29850000000005,237.93625000000003,1040.60875,316.565,231.60475000000005,323.35575,351.5159999999999,172.09849999999997,606.9024999999998,328.45725000000004,96.04124999999999,116.28325,265.91024999999996,478.9754999999999,728.5937500000001,297.77325,376.83425000000005,227.84324999999998,73.711,294.10825,340.96475,1240.0529999999999,319.214,447.4214999999998,5.454545454545454,-0.054915694740309245,okay,good
48,recording48.mp3,250.31475,1378.13875,420.05924999999996,319.072,296.27699999999993,317.4477499999999,257.62375,242.85150000000007,829.96325,331.53824999999995,307.3694999999999,280.48775,446.96025,738.5915000000001,789.0680000000001,1048.3300000000002,284.4635,440.66075,1119.2285,412.26075000000003,343.12624999999997,310.48724999999996,334.575,309.75200000000007,303.7892499999999,6.833333333333333,0.708551425209985,good,good
49,recording49.mp3,947.1205000000002,300.5092499999999,248.46950000000007,241.76149999999998,232.90750000000003,233.33749999999992,234.52899999999983,348.1819999999999,314.78899999999993,278.2484999999999,248.1987500000001,247.25325000000012,327.7905000000001,475.05250000000007,352.95100000000014,254.28549999999996,251.03000000000014,243.09499999999997,559.476,739.2819999999994,277.44299999999987,272.6650000000002,252.59799999999981,257.82425,247.49874999999992,4.857142857142857,0.029119184061202546,okay,good
50,recording50.mp3,292.1479999999999,271.96524999999997,303.25350000000003,322.39549999999997,230.34775000000008,153.98250000000002,582.2147500000003,292.81650000000013,394.8339999999997,335.86900000000026,374.9302500000001,369.70399999999984,359.874,253.57500000000005,453.92875000000015,285.90750000000025,384.5067499999999,147.187,142.6905000000001,316.86875000000015,311.75175,298.1330000000001,251.61924999999997,362.63974999999994,196.57824999999997,3.2,-1.0078852445778488,bad,bad
51,recording51.mp3,754.6315000000002,378.5937500000004,316.79999999999984,298.99800000000016,268.6242500000002,242.27099999999987,721.027,321.9320000000002,304.6650000000001,294.4960000000002,458.47974999999997,359.61749999999995,361.38749999999976,333.79125000000033,306.72499999999985,272.63800000000003,319.10225000000025,342.5527500000003,336.51525000000004,261.64374999999995,279.0360000000002,272.93400000000014,251.47599999999994,246.43400000000005,245.45000000000005,4.285714285714286,-0.549847107328198,okay,bad
52,recording52.mp3,921.5130000000001,164.25725,1625.8300000000002,198.32875000000004,189.11874999999998,164.50375000000005,731.0442499999998,569.5465,228.39849999999996,260.3315,1085.0434999999998,246.82450000000003,574.9717499999999,180.21224999999998,241.65950000000004,302.25175,372.48625,1221.2585000000001,215.53125,524.3870000000001,240.49049999999997,214.21175,217.40275000000003,212.08625,213.17975,7.0,0.9877768766889173,good,good
53,recording53.mp3,551.574,914.33575,864.5619999999997,700.3757499999999,303.90975,134.43975,396.1169999999999,1399.39375,1328.10675,206.50499999999997,160.2395,739.944,440.49375,1326.1692500000004,560.70925,188.34674999999993,142.08850000000007,148.69274999999996,121.28299999999999,232.12850000000003,1136.10325,1480.06825,163.82899999999992,133.47525,125.15225000000005,5.0,-0.2956824172119396,okay,bad
54,recording54.mp3,29724.62625000001,2940.9805,24401.982750000003,17681.578749999993,298.1122500000001,488.63025,38759.381499999996,38789.66825,27001.578499999996,12932.85775,999.6822500000001,588.0395000000001,12742.423000000003,31876.11625,12665.321250000005,23181.559250000006,10440.404499999999,26767.40625000001,326.29975,316.44424999999995,5633.1894999999995,17858.963000000003,8221.201499999997,399.42225,33822.57875,6.6,0.3699534013444731,okay,good
55,recording55.mp3,265.5445,1056.80675,1187.8109999999997,469.03650000000005,287.89424999999994,291.5515000000001,277.98175000000003,904.8507499999998,903.9262499999999,325.25575000000003,298.97775,291.70250000000004,229.65950000000004,2177.34125,506.36450000000013,1067.292,365.64549999999997,265.3892499999999,250.06199999999995,411.52874999999995,666.8530000000001,297.33175,1259.4840000000002,310.66874999999993,294.2730000000001,8.333333333333334,0.5603418957344914,good,good
56,recording56.mp3,2556.89775,2554.6165,395.47324999999995,1110.3977500000005,227.60924999999997,392.9889999999999,347.26249999999993,2506.7140000000013,2568.8762500000007,986.89925,316.107,735.9982500000001,461.00874999999996,2611.60675,441.18475000000007,3425.5787499999997,250.33225,305.9962500000001,1023.6954999999998,345.14149999999995,493.43575,2548.4175000000005,1146.62275,340.4787500000001,216.30900000000003,3.125,-0.9324146243426849,bad,bad
57,recording57.mp3,454.7505,983.46875,875.9395000000001,308.85249999999996,289.54775,275.102,490.70725000000004,522.2665,817.93875,325.9985,302.7197499999999,479.05625,3152.3737499999997,2012.85025,493.27750000000003,422.83024999999986,410.54449999999997,326.5377500000001,651.4367499999998,661.4427499999999,899.10375,703.4762499999999,337.48300000000006,307.02074999999996,301.80425,6.375,0.4415661338957173,okay,good
58,recording58.mp3,3101.080750000001,2557.5224999999996,2836.0935,3025.4345,151.43174999999997,1926.7040000000004,857.51775,5913.628750000001,9938.129500000001,3113.7652499999995,297.4027500000001,201.17949999999996,1473.37925,2630.39525,2596.478,538.84875,404.9222499999999,4991.35975,266.33350000000013,110.02475000000001,245.79499999999993,2623.8022499999997,321.09999999999997,3003.241499999999,167.02025000000006,4.285714285714286,-0.6704807332833536,bad,bad
59,recording59.mp3,321.3617499999999,386.06299999999993,1271.58875,262.73175000000003,254.38849999999996,366.54125,381.97325000000006,1228.06925,304.20425,274.5472500000001,267.60325,1477.5430000000001,359.74025000000006,580.3625,837.7819999999999,725.5557500000001,268.0565,326.82825,478.27125000000007,577.7460000000001,484.67074999999994,1223.2125000000003,271.85175,258.11825,386.99975,4.5,-0.14864173891887383,okay,bad
